0,9875
0,11259
0,12801
0,16194
0,28598
0,30223
0,31444
0,38683
0,43384
0,50483
0,51529
0,52721
0,52784
0,53972
1,21777
1,24992
1,25505
1,28820
1,28918
1,36364
1,38184
1,41382
1,49580
1,51870
2,292
2,781
2,785
2,1659
2,1979
2,2534
2,2604
2,4421
2,5142
2,5700
2,6301
2,6545
2,6591
2,6711
2,6903
2,7326
2,7788
2,7816
2,7860
2,8129
2,8779
2,9139
2,9972
2,10366
2,11751
2,12927
2,12941
2,13155
2,13505
2,14481
2,14931
2,16983
2,17167
2,17852
2,18754
2,19044
2,19476
2,20150
2,20472
2,20651
2,21081
2,21335
2,21554
2,21555
2,21620
2,21915
2,21944
2,21945
2,22381
2,22452
2,23082
2,23217
2,23669
2,24230
2,24336
2,25578
2,25786
2,25969
2,26100
2,26123
2,26260
2,26489
2,27351
2,28389
2,28719
2,28839
2,29224
2,29258
2,29624
2,29847
2,29949
2,29969
2,29972
2,30023
2,30054
2,30055
2,30093
2,30187
2,30397
2,30435
2,30530
2,30917
2,31069
2,31114
2,31165
2,31584
2,37845
2,40249
2,42015
2,43932
3,854
3,4930
3,8132
3,8779
3,14590
3,17259
3,23458
3,25426
3,28001
3,31507
3,37221
3,41097
3,46982
4,4305
4,12375
4,18097
4,21072
4,23448
4,24751
4,33629
4,39716
4,46035
4,46429
5,12888
5,13391
5,17062
5,28568
5,36405
5,37670
5,37991
5,41119
5,41640
5,42477
5,42562
5,45497
5,49868
6,5083
6,10977
6,14306
6,16170
6,16194
6,25426
6,30329
6,30599
6,31846
6,36337
6,37607
6,46205
6,47688
7,842
7,9074
7,15824
7,16170
7,22238
7,22333
7,23001
7,24378
7,24381
7,25109
7,25843
7,28453
7,34695
7,36991
7,38020
7,38612
7,39231
7,42413
7,46050
7,50100
8,843
8,3741
8,5227
8,6017
8,7469
8,7662
8,19601
8,27923
8,36473
8,37758
8,39090
8,40020
8,44214
9,2347
9,3046
9,10654
9,13643
9,13702
9,17166
9,24166
9,30999
9,36814
9,36972
9,39859
9,42047
9,43055
10,1691
10,1941
10,5312
10,10339
10,11291
10,12505
10,14262
10,18377
10,19822
10,23858
10,24011
10,24670
10,24793
10,25700
10,26310
10,28016
10,28147
10,29008
10,29946
10,31854
10,32035
10,50754
11,1078
11,15792
11,17753
11,23041
11,23427
11,25135
11,36062
11,36424
11,37028
11,41532
11,46573
11,49158
11,50772
11,50775
12,31521
12,33030
12,33150
12,33926
12,34506
12,34811
12,36523
12,36668
12,37607
12,38248
12,39008
12,40304
12,41087
12,42954
12,46254
12,46270
12,51771
13,11782
13,16368
13,19714
13,23731
13,24337
13,40240
13,44729
13,49564
13,50200
13,51787
14,2005
14,5396
14,6237
14,7448
14,8704
14,9015
14,13460
14,16738
14,23152
14,30853
14,36656
14,41220
14,42105
14,46664
15,1446
15,4601
15,6704
15,7351
15,16200
15,18757
15,19838
15,38072
15,39696
15,39831
15,41717
15,43278
15,45498
15,45567
15,47532
16,1181
16,7561
16,8748
16,15722
16,27415
16,29969
16,36233
16,37139
16,38927
16,39741
16,44862
16,45742
16,45839
16,50189
16,50929
16,52645
17,9784
17,15980
17,35368
17,37330
17,43055
17,49689
17,51072
17,54264
18,55
18,4383
18,5443
18,7298
18,10134
18,10662
18,12411
18,13107
18,14618
18,16170
18,16643
18,16956
18,17393
18,17451
18,18302
18,18350
18,20150
18,21308
18,21488
18,23670
18,25426
18,26553
18,27207
18,28877
18,30026
18,30346
18,30521
18,31296
18,32874
18,40521
18,41128
18,42460
18,45016
18,47024
19,16791
19,20304
19,22452
19,28015
19,28641
19,30072
19,31165
19,31725
19,34669
19,37071
19,41035
19,42364
19,42810
19,43066
20,15960
20,18642
20,19825
20,20636
20,24950
20,26174
20,26286
20,30008
20,36048
20,40102
20,40551
20,41803
20,42861
20,47048
20,49751
21,20254
21,27931
21,30355
21,31940
21,31962
21,37874
21,39822
21,44664
21,46048
21,46741
21,51483
22,5227
22,7918
22,10135
22,13934
22,16826
22,21124
22,26286
22,26316
22,26860
22,29928
22,30008
22,31091
22,32449
22,39825
23,2938
23,13884
23,17200
23,19260
23,21655
23,32185
23,33665
23,35916
23,39979
23,39980
24,6376
24,8064
24,19077
24,21219
24,23167
24,26537
24,26703
24,36554
24,39481
24,40133
24,49974
25,14777
25,21836
25,22336
25,23287
25,23589
25,36690
25,38604
25,45612
26,4710
26,5486
26,12417
26,17014
26,18707
26,28983
26,29089
26,44992
26,46403
26,47620
26,47931
27,5578
27,8533
27,10368
27,11603
27,13358
27,15392
27,15506
27,17751
27,18368
27,19198
27,20018
27,21324
27,22487
27,26212
27,29156
27,29285
27,30853
27,38278
27,38371
27,38608
27,39066
27,39067
27,42437
27,48107
27,48888
27,53062
28,1595
28,8483
28,16170
28,25426
28,30340
28,47635
28,48745
28,49150
29,471
29,2194
29,2330
29,4364
29,5081
29,16294
29,17091
29,19553
29,19808
29,20588
29,20691
29,20813
29,20823
29,20824
29,21012
29,21632
29,25495
29,39083
29,42509
29,42825
30,217
30,1118
30,1125
30,1306
30,2924
30,9854
30,11983
30,12925
30,13538
30,14995
30,15199
30,18377
30,18994
30,20154
30,20478
30,22583
30,22885
30,22966
30,24946
30,25933
30,27051
30,27353
30,27375
30,39491
30,40317
30,45962
30,46210
31,22792
31,26262
31,28479
31,29148
31,29797
31,37054
31,37899
31,39698
31,40530
31,43171
31,43635
31,49302
31,49304
31,49869
32,1257
32,4150
32,4412
32,6176
32,6545
32,7661
32,7725
32,8794
32,12394
32,12469
32,12926
32,13382
32,13886
32,14099
32,14193
32,14227
32,14295
32,14371
32,14995
32,15189
32,15533
32,15949
32,16173
32,16928
32,16934
32,17259
32,17481
32,17688
32,17863
32,18042
32,18071
32,18837
32,19044
32,19760
32,20079
32,20461
32,20964
32,21006
32,21378
32,21680
32,22011
32,22453
32,23106
32,23334
32,23458
32,24496
32,24679
32,24981
32,24998
32,25051
32,25374
32,25401
32,26171
32,26849
32,27499
32,27502
32,27936
32,28891
32,28941
32,29264
32,29363
32,29885
32,30586
32,31496
32,32000
32,33380
32,35875
32,36246
32,40875
32,43508
33,493
33,695
33,883
33,1377
33,1656
33,1941
33,2371
33,2758
33,3331
33,3661
33,3784
33,6844
33,6954
33,6972
33,7735
33,8078
33,8486
33,8527
33,9015
33,9390
33,10284
33,10720
33,11405
33,11808
33,12941
33,14487
33,15684
33,16307
33,16309
33,17056
33,17398
33,17950
33,19152
33,19226
33,19397
33,19524
33,19782
33,20461
33,20527
33,23458
33,23827
33,23935
33,24572
33,25933
33,27262
33,27265
33,27673
33,27719
33,28279
33,28867
33,29133
33,29972
33,30050
33,32078
33,32221
33,32686
33,33881
33,36307
33,37284
